movie_name,budget,revenue,genre,actors_y,directors_y
Judgment at Nuremberg,"$3,000,000","$10,000,000","Drama, History","Spencer Tracy, Burt Lancaster, Richard Widmark",Stanley Kramer
Trippin',$0,"$9,016,377","Comedy, Romance","Deon Richmond, Donald Faison, Guy Torry",David Raynr
Red River,"$3,000,000","$9,012,000",Western,"John Wayne, Montgomery Clift, Joanne Dru",Howard Hawks
Phat Girlz,$0,$0,"Comedy, Romance","Mo'Nique, Jimmy Jean-Louis, Godfrey",Nnegest Likké
Before Midnight,"$3,000,000","$11,176,469","Romance, Drama","Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick",Richard Linklater
Teen Wolf Too,$0,$0,"Comedy, Fantasy, Family","Jason Bateman, Kim Darby, John Astin",Christopher Leitch
Phantasm II,"$3,000,000","$7,282,851","Action, Horror, Science Fiction, Thriller","James Le Gros, Reggie Bannister, Angus Scrimm",Don Coscarelli
Woman Thou Art Loosed,"$3,000,000","$6,804,016",Drama,"Kimberly Elise, Loretta Devine, Debbi Morgan",Michael Schultz
Real Women Have Curves,$0,$0,"Comedy, Drama","America Ferrera, Lupe Ontiveros, Ingrid Oliu",Patricia Cardoso
Water,$0,"$10,422,387","Drama, Foreign, Romance","Lisa Ray, Sarala, John Abraham",Deepa Mehta
East Is East,"$3,800,000","$28,200,000",Comedy,"Om Puri, Linda Bassett, Ian Aspinall",Damien O'Donnell
Whipped,"$3,000,000",$0,"Comedy, Romance","Amanda Peet, Brian Van Holt, Jonathan Abrahams",Peter M. Cohen
Kama Sutra - A Tale of Love,"$3,000,000","$4,109,095","Drama, History, Romance","Indira Varma, Sarita Choudhury, Ramon Tikaram",Mira Nair
Please Give,"$3,000,000",$0,"Comedy, Drama","Rebecca Hall, Catherine Keener, Amanda Peet",Nicole Holofcener
Willy Wonka & the Chocolate Factory,"$3,000,000","$4,000,000","Family, Fantasy","Gene Wilder, Jack Albertson, Peter Ostrum",Mel Stuart
Warlock: The Armageddon,$0,$0,"Fantasy, Horror, Science Fiction","Julian Sands, Chris Young, Paula Marshall",Anthony Hickox
8 Heads in a Duffel Bag,$0,$0,"Comedy, Crime","Joe Pesci, Kristy Swanson, George Hamilton",Tom Schulman
Days of Heaven,$0,$0,"Drama, Romance","Richard Gere, Brooke Adams, Linda Manz",Terrence Malick
Thirteen Conversations About One Thing,$0,$0,Drama,"John Turturro, Clea DuVall, Matthew McConaughey",Jill Sprecher
Jawbreaker,"$3,000,000","$3,076,820",Comedy,"Rose McGowan, Julie Benz, Rebecca Gayheart",Darren Stein
Basquiat,"$2,962,051","$3,011,195","Drama, History","Jeffrey Wright, David Bowie, Dennis Hopper",Julian Schnabel
Frances Ha,$0,"$4,069,826","Comedy, Drama","Greta Gerwig, Mickey Sumner, Adam Driver",Noah Baumbach
Tsotsi,"$3,000,000","$9,879,971","Crime, Drama","Presley Chweneyagae, Jerry Mofokeng, Terry Pheto",Gavin Hood
Happiness,"$3,000,000","$2,807,390","Comedy, Drama","Jane Adams, Jon Lovitz, Philip Seymour Hoffman",Todd Solondz
DysFunktional Family,$0,$0,"Comedy, Documentary","Eddie Griffin, Joe Howard, Matthew Brent",George Gallo
Tusk,"$2,800,000","$1,826,705","Comedy, Horror","Michael Parks, Justin Long, Haley Joel Osment",Kevin Smith
Oldboy,"$3,000,000","$14,980,005","Drama, Thriller, Mystery, Action","Choi Min-sik, Yoo Ji-tae, Kang Hye-jung",Park Chan-wook
Letters to God,$0,$0,"Action, Drama, Family, Thriller","Robyn Lively, Jeffrey Johnson, Bailee Madison",David Nixon
Hobo with a Shotgun,"$3,000,000","$748,453","Action, Comedy, Thriller","Rutger Hauer, Gregory Smith, Robb Wells",Jason Eisener
Compadres,"$3,000,000",$0,"Action, Comedy","Omar Chaparro, Joey Morgan, Aislinn Derbez",Enrique Begné
Freeway,"$3,000,000",$0,"Comedy, Drama, Thriller","Kiefer Sutherland, Reese Witherspoon, Wolfgang Bodison",Matthew Bright
Love's Abiding Joy,$0,$0,"TV Movie, Action, Drama, Family","Erin Cottrell, Logan Bartholomew, William Morgan Sheppard",Michael Landon Jr.
Fish Tank,"$3,000,000","$2,357,852",Drama,"Katie Jarvis, Michael Fassbender, Kierston Wareing",Andrea Arnold
Damsels in Distress,$0,$0,"Comedy, Romance","Greta Gerwig, Carrie MacLemore, Megalyn Echikunwoke",Whit Stillman
Creature,$0,$0,"Horror, Science Fiction, Thriller","Craig T. Nelson, Kim Cattrall, Colm Feore",Stuart Gillard
Bachelorette,"$3,000,000","$11,947,954","Comedy, Romance","Kirsten Dunst, Isla Fisher, Lizzy Caplan",Leslye Headland
Brave New Girl,$0,$0,"Drama, Music, Family","Virginia Madsen, Lindsey Haun, Barbara Mamabolo",Bobby Roth
Tim and Eric's Billion Dollar Movie,$0,$0,Comedy,"Eric Wareheim, Tim Heidecker, John C. Reilly",Tim Heidecker
Summer Storm,"$2,700,000",$0,"Comedy, Drama","Robert Stadlober, Kostja Ullmann, Alicja Bachleda-Curuś",Marco Kreuzpaintner
Fort McCoy,$0,$0,"War, Drama, History","Eric Stoltz, Kate Connor, Lyndsy Fonseca",Michael Worth
Chain Letter,$0,$0,"Horror, Thriller","Nikki Reed, Keith David, Brad Dourif",Deon Taylor
Just Looking,"$3,000,000",$0,"Drama, Comedy","Gretchen Mol, Patti LuPone, Peter Onorati",Jason Alexander
The Divide,"$3,000,000","$22,000",Science Fiction,"Lauren German, Michael Biehn, Milo Ventimiglia",Xavier Gens
The Eclipse,$0,$0,"Drama, Horror, Romance","Ciarán Hinds, Aidan Quinn, Iben Hjejle",Conor McPherson
Demonic,"$3,000,000","$3,387,000","Thriller, Horror","Maria Bello, Frank Grillo, Cody Horn",Will Canon
My Big Fat Independent Movie,$0,$0,Comedy,"Paget Brewster, Neil Barton, Eric Hoffman",Philip Zlotorynski
The Deported,$0,$0,"Comedy, Family","Nicholas Turturro, Talia Shire, Paul Rodríguez",Lance Kawas
Tanner Hall,$0,$0,Drama,"Rooney Mara, Georgia King, Brie Larson",Francesca Gregorini
Open Road,"$3,000,000",$0,"Action, Drama, Thriller","Camilla Belle, Andy García, Colin Egglesfield",Márcio Garcia
They Came Together,$0,$0,Comedy,"Paul Rudd, Amy Poehler, Bill Hader",David Wain
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,$0,$0,Comedy,"Kathryn Fiore, Flip Schultz, Olivia Alexander",Craig Moss
Never Back Down 2: The Beatdown,"$3,000,000",$0,"Drama, Action","Stacey Asaro, Gralen Bryant Banks, Rus Blackwell",Michael Jai White
Point Blank,"$2,500,000","$3,200,000","Action, Crime, Drama, Thriller","Lee Marvin, Angie Dickinson, Keenan Wynn",John Boorman
Four Single Fathers,$3,$0,"Drama, Comedy","Alessandro Gassman, Francesco Quinn, Joe Urla",Paolo Monico
Enter the Dangerous Mind,$0,$0,Thriller,"Jake Hoffman, Nikki Reed, Thomas Dekker",Youssef Delara
Something Wicked,"$3,000,000",$0,"Mystery, Thriller","Shantel VanSanten, John Robinson, James Patrick Stuart",Darin Scott
AWOL-72,"$3,000,000",$0,Thriller,"Luke Goss, RZA, Bokeem Woodbine",Christian Sesma
Iguana,$0,$0,,"Everett McGill, Fabio Testi, Michael Madsen",Monte Hellman
Chicago Overcoat,"$3,200,000",$0,"Action, Crime, Thriller","Frank Vincent, Kathrine Narducci, Mike Starr",Brian Caunter
Barry Munday,$0,$0,"Comedy, Drama, Romance","Patrick Wilson, Malcolm McDowell, Judy Greer",Chris D'Arienzo
Central Station,"$2,900,000","$5,596,708",Drama,"Fernanda Montenegro, Marília Pêra, Vinícius de Oliveira",Walter Salles
Pocketful of Miracles,"$2,900,000","$5,000,000","Comedy, Drama","Glenn Ford, Bette Davis, Hope Lange",Frank Capra
Close Range,$0,$0,"Crime, Action","Scott Adkins, Nick Chinlund, Caitlin Keats",Isaac Florentine
Boynton Beach Club,$0,$0,"Comedy, Drama, Romance","Brenda Vaccaro, Dyan Cannon, Joseph Bologna",N/A
Amnesiac,"$3,000,000",$0,"Thriller, Mystery, Drama, Horror","Kate Bosworth, Wes Bentley, Shashawnee Hall",Michael Polish
Freakonomics,"$3,000,000","$103,735",Documentary,"Zoe Sloane, Jade Viggiano, Amancaya Aguilar",Heidi Ewing
High Tension,$0,$0,"Horror, Thriller, Mystery","Cécile de France, Maïwenn, Philippe Nahon",Alexandre Aja
Griff the Invisible,"$2,902,660",$0,"Romance, Comedy, Drama","Ryan Kwanten, Maeve Dermody, Marshall Napier",Leon Ford
Unnatural,$0,$0,"Thriller, Action, Horror","James Remar, Sherilyn Fenn, Ron Carlson",Hank Braxtan
Hustle & Flow,"$8,000,000","$23,563,727",Drama,"Terrence Howard, Anthony Anderson, Taryn Manning",Craig Brewer
Some Like It Hot,"$2,883,848","$25,000,000","Comedy, Romance","Marilyn Monroe, Tony Curtis, Jack Lemmon",Billy Wilder
Friday the 13th Part VII: The New Blood,"$2,800,000","$19,170,001","Horror, Thriller","Kane Hodder, Lar Park Lincoln, Susan Jennifer Sullivan",John Carl Buechler
The Wizard of Oz,"$2,777,000","$33,754,967","Adventure, Family, Fantasy","Judy Garland, Frank Morgan, Ray Bolger",Victor Fleming
Young Frankenstein,"$2,800,000","$86,273,333","Comedy, Science Fiction","Gene Wilder, Peter Boyle, Marty Feldman",Mel Brooks
Diary of the Dead,"$2,000,000","$5,364,858","Horror, Action, Science Fiction","Michelle Morgan, Joshua Close, Shawn Roberts",George A. Romero
Lage Raho Munna Bhai,$0,$0,"Comedy, Drama, Romance","Sanjay Dutt, Arshad Warsi, Dilip Prabhavalkar",Rajkumar Hirani
Ulee's Gold,$0,$0,Drama,"Peter Fonda, Patricia Richardson, Christine Dunford",Victor Nunez
The Black Stallion,"$2,700,000","$37,799,643","Adventure, Family","Kelly Reno, Mickey Rooney, Teri Garr",Carroll Ballard
Sardaarji,$0,$0,,,Rohit Jugraj
Journey to Saturn,$0,$0,"Action, Adventure, Animation, Comedy, Science Fiction","Casper Christensen, Frank Hvam, Ali Kazim",Kresten Vestbjerg Andersen
Donovan's Reef,"$2,686,000","$6,600,000","Adventure, Comedy, Romance","John Wayne, Elizabeth Allen, Lee Marvin",John Ford
The Dress,$0,$0,"Comedy, Drama","Henri Garcin, Ingeborg Elzevier, Khaldoun Elmecky",Alex van Warmerdam
A Guy Named Joe,"$2,627,000","$5,363,000","Drama, Romance, War","Spencer Tracy, Irene Dunne, Van Johnson",Victor Fleming
Blazing Saddles,"$2,600,000","$119,500,000","Western, Comedy","Cleavon Little, Gene Wilder, Harvey Korman",Mel Brooks
Friday the 13th: The Final Chapter,"$2,600,000","$32,980,880","Horror, Thriller","Kimberly Beck, Erich Anderson, Corey Feldman",Joseph Zito
Ida,"$2,159,280","$10,700,000",Drama,"Agata Trzebuchowska, Agata Kulesza, Joanna Kulig",Paweł Pawlikowski
Maurice,$0,$0,"Drama, Romance","James Wilby, Hugh Grant, Rupert Graves",James Ivory
Beer League,$0,$0,Comedy,"Artie Lange, Ralph Macchio, Anthony DeSando",Frank Sebastiano
Riding Giants,"$2,600,000","$3,166,000",Documentary,"Jeff Clark, Darrick Doerner, Laird Hamilton",Stacy Peralta
Timecrimes,"$2,600,000","$553,198","Science Fiction, Thriller","Karra Elejalde, Candela Fernández, Bárbara Goenaga",Nacho Vigalondo
Silver Medalist,$0,$0,"Action, Adventure, Comedy, Drama, Foreign","Huang Bo, Kong Jiu, Shaohua Ma",Ning Hao
Timber Falls,"$2,600,000",$0,"Horror, Thriller","Josh Randall, Nick Searcy, Beth Broderick",Tony Giglio
Singin' in the Rain,"$2,540,800","$7,200,000","Comedy, Music, Romance","Gene Kelly, Donald O'Connor, Debbie Reynolds",Stanley Donen
"Fat, Sick & Nearly Dead",$0,$0,Documentary,"Joe Cross, Phil Riverstone, Amy Badberg",Joe Cross
A Haunted House,"$2,500,000","$60,141,683","Comedy, Horror","Marlon Wayans, Essence Atkins, Nick Swardson",Michael Tiddes
2016: Obama's America,"$2,500,000","$33,400,000",Documentary,,John Sullivan
That Thing You Do!,$0,"$34,585,416","Comedy, Drama","Tom Everett Scott, Johnathon Schaech, Tom Hanks",Tom Hanks
Halloween III: Season of the Witch,"$2,500,000","$14,400,000","Horror, Mystery, Science Fiction","Tom Atkins, Stacey Nelkin, Dan O'Herlihy",Tommy Lee Wallace
Escape from the Planet of the Apes,"$2,500,000","$12,348,905","Action, Science Fiction","Roddy McDowall, Kim Hunter, Bradford Dillman",Don Taylor
Hud,"$2,500,000","$10,000,000","Action, Drama, Western","Paul Newman, Melvyn Douglas, Patricia Neal",Martin Ritt
Kevin Hart: Let Me Explain,$0,"$32,230,907","Comedy, Documentary","Kevin Hart, David Terrell, David Jason Perez",Leslie Small
My Own Private Idaho,"$2,500,000",$0,"Drama, Romance","River Phoenix, Keanu Reeves, James Russo",Gus Van Sant
Garden State,"$2,500,000","$26,781,723","Comedy, Drama, Romance","Zach Braff, Natalie Portman, Ian Holm",Zach Braff
Before Sunrise,"$2,500,000","$5,535,405","Drama, Romance","Ethan Hawke, Julie Delpy, Andrea Eckert",Richard Linklater
Evil Words,$0,$0,"Horror, Mystery, Thriller","Patrick Huard, Michel Côté, Catherine Florent",Éric Tessier
Jesus' Son,$0,$0,"Comedy, Drama, Romance","Billy Crudup, Denis Leary, Jack Black",Alison Maclean
Saving Face,$0,$0,"Comedy, Romance","Michelle Krusiec, Joan Chen, Lynn Chen",Alice Wu
Brick Lane,$0,$0,Drama,"Tannishtha Chatterjee, Satish Kaushik, Christopher Simpson",Sarah Gavron
Robot & Frank,"$2,500,000","$3,325,038","Science Fiction, Comedy, Drama, Crime","Frank Langella, Liv Tyler, James Marsden",Jake Schreier
My Life Without Me,$0,"$9,726,954","Drama, Romance","Sarah Polley, Amanda Plummer, Scott Speedman",Isabel Coixet
The Spectacular Now,"$2,500,000","$6,854,611","Comedy, Drama, Romance","Miles Teller, Shailene Woodley, Brie Larson",James Ponsoldt
Religulous,$0,$0,"Comedy, Documentary","Bill Maher, Jose Luis De Jesus Miranda, Andrew Newberg",Larry Charles
Fuel,$0,$0,"Documentary, Drama","Joshua Tickell, Barbara Boxer, Richard Branson",Joshua Tickell
Valley of the Heart's Delight,$0,$0,Drama,"Pete Postlethwaite, Gabriel Mann, Emily Harrison",Tim Boxell
Eye of the Dolphin,"$2,500,000","$71,904",Drama,"Carly Schroeder, Adrian Dunbar, George Harris",Michael D. Sellers
8: The Mormon Proposition,$0,$0,Documentary,"Rocky Mayor Anderson, Matt Aune, Tyler Barrick",Reed Cowan
The Other End of the Line,"$14,000,000",$0,"Comedy, Romance","Jesse Metcalfe, Austin Basis, Larry Miller",James Dodson
Anatomy,$0,$0,"Horror, Thriller","Franka Potente, Benno Fürmann, Anna Loos",Stefan Ruzowitzky
Sleep Dealer,"$2,500,000","$107,559","Drama, Science Fiction, Thriller","Leonor Varela, Jacob Vargas, Luis Fernando Peña",Alex Rivera
Super,"$2,500,000","$324,138","Comedy, Action, Drama","Rainn Wilson, Ellen Page, Liv Tyler",James Gunn
Christmas Mail,$0,$0,"Comedy, Family","Ashley Scott, A.J. Buckley, Rolanda Watts",John Murlowski
Stung,"$2,500,000",$0,"Comedy, Horror","Matt O'Leary, Jessica Cook, Lance Henriksen",Benni Diez
Antibirth,"$35,000,000",$0,Horror,"Natasha Lyonne, Chloë Sevigny, Meg Tilly",Danny Perez
Get on the Bus,"$2,400,000","$5,731,103",Drama,"Ossie Davis, Charles S. Dutton, Andre Braugher",Spike Lee
Thr3e,$0,$0,"Drama, Horror, Thriller","Marc Blucas, Justine Waddell, Bill Moseley",Robby Henson
Idiocracy,"$30,000,000","$495,303","Adventure, Comedy, Science Fiction","Luke Wilson, Maya Rudolph, Dax Shepard",Mike Judge
The Rise of the Krays,"$2,500,000",$0,Crime,"Kevin Leslie, Simon Cotton, Phil Dunster",Zackary Adler
This Is England,"$2,380,000","$8,176,544","Drama, Crime","Thomas Turgoose, Stephen Graham, Jo Hartley",Shane Meadows
U.F.O.,"$2,500,000",$0,"Action, Adventure, Science Fiction","Bianca Bree, Sean Brosnan, Simon Phillips",Dominic Burns
Bathing Beauty,"$2,361,000","$6,892,000","Comedy, Music","Red Skelton, Esther Williams, Basil Rathbone",George Sidney
Go for It!,"$2,450,000",$0,"Drama, Family","Aimee Garcia, Al Bandiero, Jossara Jinaro",Carmen Marron
"Dancer, Texas Pop. 81",$0,"$565,592","Comedy, Drama, Family","Breckin Meyer, Peter Facinelli, Eddie Mills",Tim McCanlies
Show Boat,"$2,300,000","$11,000,000","Music, Romance","Howard Keel, Kathryn Grayson, Ava Gardner",George Sidney
Redemption Road,$0,$0,Drama,"Michael Clarke Duncan, Morgan Simpson, Kiele Sanchez",Mario Van Peebles
The Calling,$0,$0,Thriller,"Susan Sarandon, Gil Bellows, Ellen Burstyn",Jason Stone
The Brave Little Toaster,"$2,000,000",$0,"Fantasy, Adventure, Animation, Comedy, Family, Music","Jon Lovitz, Timothy Stack, Phil Hartman",Jerry Rees
Fantasia,"$2,280,000","$83,320,000","Animation, Family, Music","Deems Taylor, Walt Disney, Julietta Novis",David Hand
8 Days,$0,$0,"Thriller, Drama","Nicole Smolen, Kim Baldwin, Ariana Stephens",Jaco Booyens
Friday the 13th Part III,"$4,000,000","$36,690,067","Horror, Thriller","Dana Kimmell, Paul Kratka, Tracie Savage",Steve Miner
Friday the 13th: A New Beginning,"$2,200,000","$21,930,418","Horror, Thriller","Melanie Kinnaman, John Shepherd, Shavar Ross",Danny Steinmann
The Last Sin Eater,$0,$0,Drama,"Louise Fletcher, Henry Thomas, Soren Fulton",Michael Landon Jr.
Do You Believe?,$0,$0,"Fantasy, Drama","Mira Sorvino, Sean Astin, Alexa PenaVega",Jon Gunn
Impact Point,$0,$0,"Thriller, Romance","Brian Austin Green, Melissa Keller, Linden Ashby",Hayley Cloake
The Valley of Decision,"$2,160,000","$9,132,000",Drama,"Greer Garson, Gregory Peck, Donald Crisp",Tay Garnett
Eden,"$2,300,000",$0,"Thriller, Drama","Jessica Lowndes, Ethan Peck, Diego Boneta",Shyam Madiraju
Chicken Tikka Masala,$0,$0,"Comedy, Romance, Foreign","Chris Bisson, Saeed Jaffrey, Sally Bankes",Harmage Singh Kalirai
There's Always Woodstock,$0,$0,"Romance, Comedy, Music","Allison Miller, James Wolk, Katey Sagal",Rita Merson
Jack Brooks: Monster Slayer,$0,$0,"Action, Comedy, Horror","Robert Englund, Trevor Matthews, Daniel Kash",Jon Knautz
The Best Years of Our Lives,"$2,100,000","$23,650,000","Drama, History, Romance","Fredric March, Myrna Loy, Dana Andrews",William Wyler
Bully,$0,"$480,811","Crime, Drama","Brad Renfro, Bijou Phillips, Nick Stahl",Larry Clark
Elling,$0,$0,"Comedy, Drama","Per Christian Ellefsen, Sven Nordin, Jørgen Langhelle",Petter Næss
Mi America,"$2,100,000","$3,330","Drama, Crime","Robert Fontaine, Michael Brainard, Grant Boyd",Robert Fontaine
[REC],"$1,500,000","$30,448,000","Horror, Mystery","Manuela Velasco, Ferran Terraza, Martha Carbonell",Jaume Balagueró
Lies in Plain Sight,$0,$0,"Drama, Mystery, Thriller","Martha Higareda, Chad Michael Murray, Yul Vazquez",Patricia Cardoso
Sharkskin,$0,$0,,,N/A
Containment,$0,$0,"Thriller, Horror, Science Fiction","Louise Brealey, Lee Ross, Sheila Reid",Neil Mcenery-West
The Timber,$0,$0,"Adventure, Drama, Western","James Ransone, Elisa Lasowski, Josh Peck",Anthony O'Brien
From Russia with Love,"$2,000,000","$78,898,765","Action, Thriller, Adventure","Sean Connery, Daniela Bianchi, Pedro Armendáriz",Terence Young
The Toxic Avenger Part II,$0,$0,"Comedy, Horror, Action","Ron Fazio, John Altamura, Phoebe Legere",Lloyd Kaufman
Sleeper,"$2,000,000","$18,344,729","Comedy, Romance, Science Fiction","Woody Allen, Diane Keaton, John Beck",Woody Allen
It Follows,"$2,000,000","$14,674,076","Horror, Thriller","Maika Monroe, Keir Gilchrist, Daniel Zovatto",David Robert Mitchell
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"$2,000,000","$18,016,290",Comedy,"Woody Allen, John Carradine, Lou Jacobi",Woody Allen
To Kill a Mockingbird,"$2,000,000","$13,129,846","Crime, Drama","Gregory Peck, Brock Peters, James Anderson",Robert Mulligan
Mad Max 2: The Road Warrior,"$2,000,000","$24,600,832","Adventure, Action, Thriller, Science Fiction","Mel Gibson, Bruce Spence, Michael Preston",George Miller
The Legend of Drunken Master,$0,$0,"Action, Comedy","Jackie Chan, Anita Mui, Ti Lung",Liu Chia-Liang
Boys Don't Cry,"$2,000,000","$11,540,607","Crime, Drama","Hilary Swank, Chloë Sevigny, Peter Sarsgaard",Kimberly Peirce
Silent House,"$2,000,000","$13,101,672","Horror, Mystery","Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens",Chris Kentis
The Lives of Others,"$2,000,000","$70,000,000","Drama, Thriller","Martina Gedeck, Ulrich Mühe, Sebastian Koch",Florian Henckel von Donnersmarck
Courageous,"$1,000,000","$34,522,221",Drama,"Alex Kendrick, Ken Bevel, Ben Davies",Alex Kendrick
The Hustler,"$2,000,000","$7,600,000",Drama,"Paul Newman, Jackie Gleason, Piper Laurie",Robert Rossen
Boom Town,"$2,000,000","$9,172,000","Adventure, Drama, Romance","Clark Gable, Spencer Tracy, Claudette Colbert",Jack Conway
The Triplets of Belleville,"$8,000,000","$1,477,676","Adventure, Animation, Comedy, Drama","Béatrice Bonifassi, Lina Boudreau, Michèle Caucheteux",Sylvain Chomet
Smoke Signals,$0,$0,"Drama, Comedy","Adam Beach, Evan Adams, Irene Bedard",Chris Eyre
American Splendor,$0,"$6,003,587","Comedy, Drama","Paul Giamatti, Hope Davis, Judah Friedlander",Shari Springer Berman
Before Sunset,"$2,700,000","$15,992,615","Drama, Romance","Ethan Hawke, Julie Delpy, Vernon Dobtcheff",Richard Linklater
Amores perros,"$2,000,000","$20,908,467","Drama, Thriller","Gael García Bernal, Vanessa Bauche, Goya Toledo",Alejandro González Iñárritu
Thirteen,"$2,000,000","$4,601,043","Crime, Drama","Evan Rachel Wood, Nikki Reed, Vanessa Hudgens",Catherine Hardwicke
Gentleman's Agreement,"$2,000,000","$7,800,000","Drama, Romance","Gregory Peck, Dorothy McGuire, John Garfield",Elia Kazan
Winter's Bone,"$2,000,000","$13,831,503",Drama,"Jennifer Lawrence, John Hawkes, Kevin Breznahan",Debra Granik
Touching the Void,$0,"$13,885,802","Documentary, Action, Adventure","Brendan Mackey, Nicholas Aaron, Richard Hawking",Kevin Macdonald
Alexander's Ragtime Band,"$2,000,000","$4,000,000","Drama, Music, Romance","Tyrone Power, Alice Faye, Don Ameche",Henry King
Me and You and Everyone We Know,$0,$0,"Comedy, Drama","Miranda July, John Hawkes, Brandon Ratcliff",Miranda July
Inside Job,"$2,000,000","$7,871,522",Documentary,"Matt Damon, William Ackman, Barack Obama",Charles Ferguson
We Are Your Friends,"$6,000,000","$11,122,090","Drama, Music, Romance","Zac Efron, Emily Ratajkowski, Wes Bentley",Max Joseph
Ghost Dog: The Way of the Samurai,$0,$0,"Crime, Drama","Forest Whitaker, Cliff Gorman, Tricia Vessey",Jim Jarmusch
Harsh Times,"$2,000,000","$5,967,038","Crime, Drama, Thriller, Action","Christian Bale, Freddy Rodríguez, Eva Longoria",David Ayer
Captive,"$2,000,000","$2,801,508","Crime, Drama, Thriller","Kate Mara, David Oyelowo, Michael Kenneth Williams",Jerry Jameson
Full Frontal,"$2,000,000","$2,506,446","Comedy, Drama, Romance","David Duchovny, Nicky Katt, Catherine Keener",Steven Soderbergh
Witchboard,$0,$0,Horror,"Stephen Nichols, Tawny Kitaen, Todd Allen",Kevin Tenney
Shortbus,"$2,000,000","$5,179,037","Romance, Drama, Comedy","Sook-Yin Lee, Paul Dawson, PJ DeBoy",John Cameron Mitchell
Waltz with Bashir,"$2,000,000","$11,125,849","Drama, Animation, War","Ari Folman, Ron Ben-Yishai, Dror Harazi",Ari Folman
"The Book of Mormon Movie, Volume 1: The Journey","$2,000,000","$1,672,730",,"Kirby Heyborne, Michael Flynn",N/A
No End in Sight,"$2,000,000","$1,431,623",Documentary,"Campbell Scott, Gerald Burke, Ali Fadhil",Charles Ferguson
The Diary of a Teenage Girl,"$2,000,000","$1,477,002","Drama, Romance","Bel Powley, Kristen Wiig, Alexander Skarsgård",Marielle Heller
In the Shadow of the Moon,"$2,000,000",$0,Documentary,"Buzz Aldrin, Michael Collins, Alan Bean",David Sington
Meek's Cutoff,$0,"$876,302","Drama, Western","Michelle Williams, Bruce Greenwood, Will Patton",Kelly Reichardt
Inside Deep Throat,"$2,000,000","$653,621","History, Documentary","Dennis Hopper, Peter Bart, Warren Beatty",Fenton Bailey
Dinner Rush,$0,$0,"Drama, Action, Thriller","Danny Aiello, John Rothman, Frank Bongiorno",Bob Giraldi
Clockwatchers,$0,$0,"Comedy, Drama","Toni Collette, Parker Posey, Lisa Kudrow",Jill Sprecher
The Virginity Hit,"$2,000,000","$563,706",Comedy,"Matt Bennett, Zack Pearlman, Jacob Davich",Huck Botko
Subway,"$2,000,000","$390,659","Action, Thriller","Isabelle Adjani, Christopher Lambert, Richard Bohringer",Luc Besson
House of D,$0,$0,"Comedy, Drama","Robin Williams, David Duchovny, Anton Yelchin",David Duchovny
Teeth,$0,$0,"Comedy, Horror","Jess Weixler, John Hensley, Josh Pais",Mitchell Lichtenstein
Six-String Samurai,"$2,000,000","$124,494","Action, Adventure, Science Fiction","Jeffrey Falcon, Justin McGuire, Kim De Angelo",Lance Mungia
Hum To Mohabbat Karega,$0,$0,,,N/A
It's All Gone Pete Tong,"$2,000,000","$120,620","Drama, Comedy, Music","Paul Kaye, Kate Magowan, Neil Maskell",Michael Dowse
Saint John of Las Vegas,"$3,800,000","$111,731",Comedy,"Steve Buscemi, Romany Malco, Tim Blake Nelson",Hue Rhodes
24 7: Twenty Four Seven,$0,$0,"Comedy, Drama, Romance","Bob Hoskins, Danny Nussbaum, Bruce Jones",Shane Meadows
Stonewall,"$13,500,000","$187,674",Drama,"Jeremy Irvine, Jonny Beauchamp, Jonathan Rhys Meyers",Roland Emmerich
Roadside Romeo,"$7,000,000","$1,100,000","Animation, Family, Foreign","Saif Ali Khan, Kareena Kapoor, Javed Jaffrey",N/A
This Thing of Ours,$0,$0,"Drama, Action, Thriller","James Caan, James Caan, Frank Vincent",Danny Provenzano
The Lost Medallion: The Adventures of Billy Stone,$0,$0,"Adventure, Family","William Brent, Sammi Hanratty, James Hong",Bill Muir
The Last Five Years,$0,$0,"Comedy, Drama, Music, Romance","Anna Kendrick, Jeremy Jordan, Natalie Knepp",Richard LaGravenese
The Missing Person,$0,$0,"Comedy, Drama, Mystery, Thriller","Michael Shannon, Amy Ryan, Frank Wood",Noah Buschel
Return of the Living Dead 3,"$2,000,000","$54,207","Comedy, Science Fiction, Romance, Horror","Melinda Clarke, J. Trevor Edmond, Kent McCord",Brian Yuzna
London,$0,$0,"Drama, Action, Romance","Chris Evans, Jessica Biel, Joy Bryant",Hunter Richards
Sherrybaby,"$2,000,000","$622,806",Drama,"Maggie Gyllenhaal, Michelle Hurst, Sandra Rodríguez",Laurie Collyer
Circle,$0,$0,"Horror, Science Fiction","Julie Benz, Carter Jenkins, Cesar Garcia",Aaron Hann
Eden Lake,$0,"$3,983,997","Horror, Thriller","Kelly Reilly, Michael Fassbender, Tara Ellis",James Watkins
Plush,$0,$0,Thriller,"Emily Browning, Xavier Samuel, Cam Gigandet",Catherine Hardwicke
Lesbian Vampire Killers,$0,$0,"Horror, Comedy","James Corden, Mathew Horne, Paul McGann",Phil Claydon
